candidate	workload	session	block_order_seed	cross_cell_seed	block	condition	order_in_block	process_interval_seconds	work_time_seconds	exit_code	behavior_ok	coverage_artifact_ok	timed_out	import_exit_code	import_timed_out	timestamp
nano-coverage	w03	2	3544998117	3910305315	0	C	1	20.1297	18.391624	0	True	True	False	0	False	1789938749.610
nano-coverage	w05	2	3810895474	3910305315	0	C	0	7.5553	5.763373	0	True	True	False	0	False	1789938760.442
nano-coverage	w05	2	3810895474	3910305315	0	B0	1	3.7246	1.944480	0	True		False	0	False	1789938766.789
gd-tools	w11	2	285233466	3910305315	0	B0	0	5.2021	1.737825	0	True		False	0	False	1789938776.815
gd-tools	w11	2	285233466	3910305315	0	B1	1	5.2036	1.732190	0	True		False	0	False	1789938786.774
gd-tools	w11	2	285233466	3910305315	0	C	2	11.6097	7.875959	0	True	True	False	0	False	1789938803.143
gd-tools	w01	2	3989323108	3910305315	1	C	0	3.4047		0	True	True	False	0	False	1789938808.888
gd-tools	w01	2	3989323108	3910305315	1	B0	1	3.2455		0	True		False	0	False	1789938814.466
gd-tools	w01	2	3989323108	3910305315	1	B1	2	3.2521		0	True		False	0	False	1789938820.154
nano-coverage	w01	2	1417857200	3910305315	1	C	0	1.8144		0	True	True	False	0	False	1789938825.339
nano-coverage	w01	2	1417857200	3910305315	1	B0	1	1.7081		0	True		False	0	False	1789938829.679
gd-tools	w05	2	80417033	3910305315	1	B1	0	5.2032	1.913757	0	True		False	0	False	1789938837.235
gd-tools	w05	2	80417033	3910305315	1	C	1	5.4387	2.032940	0	True	True	False	0	False	1789938845.007
gd-tools	w05	2	80417033	3910305315	1	B0	2	5.1982	1.942974	0	True		False	0	False	1789938852.539
gd-tools	w03	2	945518924	3910305315	1	B0	0	5.1024	1.953560	0	True		False	0	False	1789938861.768
gd-tools	w03	2	945518924	3910305315	1	B1	1	5.1171	1.939223	0	True		False	0	False	1789938870.960
gd-tools	w03	2	945518924	3910305315	1	C	2	27.7800	24.484073	0	True	True	False	0	False	1789938902.850
nano-coverage	w11	2	413727257	3910305315	1	C	0	8.3638	6.369549	0	True	True	False	0	False	1789938916.886
nano-coverage	w11	2	413727257	3910305315	1	B0	1	3.6627	1.731392	0	True		False	0	False	1789938925.602
nano-coverage	w03	2	3544998117	3910305315	1	C	0	21.8162	20.099568	0	True	True	False	0	False	1789938952.510
nano-coverage	w03	2	3544998117	3910305315	1	B0	1	3.5785	1.949623	0	True		False	0	False	1789938960.525
nano-coverage	w05	2	3810895474	3910305315	1	C	0	7.9197	5.957854	0	True	True	False	0	False	1789938972.219
nano-coverage	w05	2	3810895474	3910305315	1	B0	1	3.7138	1.958240	0	True		False	0	False	1789938978.560
gd-tools	w11	2	285233466	3910305315	1	C	0	11.6093	7.910197	0	True	True	False	0	False	1789938995.010
gd-tools	w11	2	285233466	3910305315	1	B1	1	5.3106	1.718879	0	True		False	0	False	1789939005.080
gd-tools	w11	2	285233466	3910305315	1	B0	2	5.1995	1.726420	0	True		False	0	False	1789939015.046
gd-tools	w01	2	3989323108	3910305315	2	B1	0	3.2460		0	True		False	0	False	1789939020.630
gd-tools	w01	2	3989323108	3910305315	2	B0	1	3.2470		0	True		False	0	False	1789939026.215
gd-tools	w01	2	3989323108	3910305315	2	C	2	3.4308		0	True	True	False	0	False	1789939031.991
nano-coverage	w01	2	1417857200	3910305315	2	B0	0	1.7281		0	True		False	0	False	1789939036.432
nano-coverage	w01	2	1417857200	3910305315	2	C	1	1.7615		0	True	True	False	0	False	1789939041.565
gd-tools	w05	2	80417033	3910305315	2	B0	0	5.2060	1.932112	0	True		False	0	False	1789939049.107
gd-tools	w05	2	80417033	3910305315	2	B1	1	5.2031	1.927364	0	True		False	0	False	1789939056.650
gd-tools	w05	2	80417033	3910305315	2	C	2	5.4430	2.048055	0	True	True	False	0	False	1789939064.534
gd-tools	w03	2	945518924	3910305315	2	C	0	27.4871	24.224216	0	True	True	False	0	False	1789939096.121
gd-tools	w03	2	945518924	3910305315	2	B0	1	5.1202	1.964121	0	True		False	0	False	1789939105.393
gd-tools	w03	2	945518924	3910305315	2	B1	2	5.1060	1.961800	0	True		False	0	False	1789939114.743
nano-coverage	w11	2	413727257	3910305315	2	B0	0	3.6825	1.729922	0	True		False	0	False	1789939123.457
nano-coverage	w11	2	413727257	3910305315	2	C	1	8.3101	6.282801	0	True	True	False	0	False	1789939137.452
nano-coverage	w03	2	3544998117	3910305315	2	B0	0	3.9139	2.242777	0	True		False	0	False	1789939145.714
nano-coverage	w03	2	3544998117	3910305315	2	C	1	19.9404	18.313049	0	True	True	False	0	False	1789939170.688
nano-coverage	w05	2	3810895474	3910305315	2	B0	0	3.6700	1.966897	0	True		False	0	False	1789939176.978
nano-coverage	w05	2	3810895474	3910305315	2	C	1	7.3717	5.606684	0	True	True	False	0	False	1789939187.718
gd-tools	w11	2	285233466	3910305315	2	B1	0	5.1945	1.744550	0	True		False	0	False	1789939197.761
gd-tools	w11	2	285233466	3910305315	2	C	1	11.5761	7.881796	0	True	True	False	0	False	1789939214.117
gd-tools	w11	2	285233466	3910305315	2	B0	2	5.2038	1.723949	0	True		False	0	False	1789939224.110
gd-tools	w01	2	3989323108	3910305315	3	C	0	3.4937		0	True	True	False	0	False	1789939230.036
gd-tools	w01	2	3989323108	3910305315	3	B1	1	3.2498		0	True		False	0	False	1789939235.625
gd-tools	w01	2	3989323108	3910305315	3	B0	2	3.2416		0	True		False	0	False	1789939241.204
nano-coverage	w01	2	1417857200	3910305315	3	C	0	1.8429		0	True	True	False	0	False	1789939246.319
nano-coverage	w01	2	1417857200	3910305315	3	B0	1	1.7193		0	True		False	0	False	1789939250.659
gd-tools	w05	2	80417033	3910305315	3	C	0	5.4465	2.043425	0	True	True	False	0	False	1789939258.442
gd-tools	w05	2	80417033	3910305315	3	B1	1	5.2297	1.937643	0	True		False	0	False	1789939266.012
gd-tools	w05	2	80417033	3910305315	3	B0	2	5.2017	1.920498	0	True		False	0	False	1789939273.557
gd-tools	w03	2	945518924	3910305315	3	B1	0	5.1017	1.933454	0	True		False	0	False	1789939282.761
gd-tools	w03	2	945518924	3910305315	3	B0	1	5.0143	1.927451	0	True		False	0	False	1789939291.965
gd-tools	w03	2	945518924	3910305315	3	C	2	27.6096	24.244096	0	True	True	False	0	False	1789939323.640
nano-coverage	w11	2	413727257	3910305315	3	C	0	8.6968	6.246320	0	True	True	False	0	False	1789939338.038
nano-coverage	w11	2	413727257	3910305315	3	B0	1	3.7088	1.741645	0	True		False	0	False	1789939346.796
nano-coverage	w03	2	3544998117	3910305315	3	C	0	20.0719	18.320913	0	True	True	False	0	False	1789939371.985
nano-coverage	w03	2	3544998117	3910305315	3	B0	1	3.5767	1.934630	0	True		False	0	False	1789939379.942
nano-coverage	w05	2	3810895474	3910305315	3	B0	0	3.6864	1.962876	0	True		False	0	False	1789939386.250
nano-coverage	w05	2	3810895474	3910305315	3	C	1	7.5592	5.684232	0	True	True	False	0	False	1789939397.083
gd-tools	w11	2	285233466	3910305315	3	C	0	11.5165	7.838383	0	True	True	False	0	False	1789939413.432
gd-tools	w11	2	285233466	3910305315	3	B0	1	5.1969	1.743998	0	True		False	0	False	1789939423.379
gd-tools	w11	2	285233466	3910305315	3	B1	2	5.3064	1.740983	0	True		False	0	False	1789939433.453
gd-tools	w01	2	3989323108	3910305315	4	B0	0	3.2415		0	True		False	0	False	1789939439.033
gd-tools	w01	2	3989323108	3910305315	4	B1	1	3.2822		0	True		False	0	False	1789939444.744
gd-tools	w01	2	3989323108	3910305315	4	C	2	3.3965		0	True	True	False	0	False	1789939450.475
nano-coverage	w01	2	1417857200	3910305315	4	B0	0	1.7308		0	True		False	0	False	1789939454.917
nano-coverage	w01	2	1417857200	3910305315	4	C	1	1.8320		0	True	True	False	0	False	1789939460.022
gd-tools	w05	2	80417033	3910305315	4	B1	0	5.2031	1.959218	0	True		False	0	False	1789939467.563
gd-tools	w05	2	80417033	3910305315	4	B0	1	5.2022	1.964830	0	True		False	0	False	1789939475.196
gd-tools	w05	2	80417033	3910305315	4	C	2	5.5539	2.053321	0	True	True	False	0	False	1789939483.087
gd-tools	w03	2	945518924	3910305315	4	B0	0	5.0201	1.928383	0	True		False	0	False	1789939492.191
gd-tools	w03	2	945518924	3910305315	4	C	1	27.5745	24.322433	0	True	True	False	0	False	1789939523.848
gd-tools	w03	2	945518924	3910305315	4	B1	2	5.1132	1.949071	0	True		False	0	False	1789939533.084
nano-coverage	w11	2	413727257	3910305315	4	C	0	8.3464	6.344936	0	True	True	False	0	False	1789939547.110
nano-coverage	w11	2	413727257	3910305315	4	B0	1	3.6348	1.725463	0	True		False	0	False	1789939555.890
nano-coverage	w03	2	3544998117	3910305315	4	B0	0	3.6025	1.937515	0	True		False	0	False	1789939563.895
nano-coverage	w03	2	3544998117	3910305315	4	C	1	20.3108	18.621406	0	True	True	False	0	False	1789939589.319
nano-coverage	w05	2	3810895474	3910305315	4	C	0	7.5004	5.671710	0	True	True	False	0	False	1789939600.098
nano-coverage	w05	2	3810895474	3910305315	4	B0	1	3.6530	1.918722	0	True		False	0	False	1789939606.372
gd-tools	w11	2	285233466	3910305315	4	B0	0	5.2325	1.733707	0	True		False	0	False	1789939616.359
gd-tools	w11	2	285233466	3910305315	4	C	1	11.5011	7.856225	0	True	True	False	0	False	1789939632.583
gd-tools	w11	2	285233466	3910305315	4	B1	2	5.2277	1.755464	0	True		False	0	False	1789939642.593
gd-tools	w01	2	3989323108	3910305315	5	B1	0	3.2502		0	True		False	0	False	1789939648.181
gd-tools	w01	2	3989323108	3910305315	5	C	1	3.3956		0	True	True	False	0	False	1789939654.003
gd-tools	w01	2	3989323108	3910305315	5	B0	2	3.2455		0	True		False	0	False	1789939659.584
nano-coverage	w01	2	1417857200	3910305315	5	C	0	1.7802		0	True	True	False	0	False	1789939664.642
nano-coverage	w01	2	1417857200	3910305315	5	B0	1	1.7062		0	True		False	0	False	1789939668.967
gd-tools	w05	2	80417033	3910305315	5	C	0	5.5415	2.068828	0	True	True	False	0	False	1789939676.844
gd-tools	w05	2	80417033	3910305315	5	B0	1	5.2933	1.942882	0	True		False	0	False	1789939684.482
gd-tools	w05	2	80417033	3910305315	5	B1	2	5.2315	1.918403	0	True		False	0	False	1789939692.143
gd-tools	w03	2	945518924	3910305315	5	C	0	27.6734	24.298122	0	True	True	False	0	False	1789939724.005
gd-tools	w03	2	945518924	3910305315	5	B1	1	5.1181	1.948254	0	True		False	0	False	1789939733.255
gd-tools	w03	2	945518924	3910305315	5	B0	2	5.0179	1.928722	0	True		False	0	False	1789939742.462
nano-coverage	w11	2	413727257	3910305315	5	B0	0	3.6412	1.711490	0	True		False	0	False	1789939751.133
nano-coverage	w11	2	413727257	3910305315	5	C	1	8.3913	6.368547	0	True	True	False	0	False	1789939765.204
nano-coverage	w03	2	3544998117	3910305315	5	C	0	21.3092	19.591668	0	True	True	False	0	False	1789939791.554
nano-coverage	w03	2	3544998117	3910305315	5	B0	1	3.6239	1.986453	0	True		False	0	False	1789939799.584
nano-coverage	w05	2	3810895474	3910305315	5	B0	0	3.6548	1.939835	0	True		False	0	False	1789939805.858
nano-coverage	w05	2	3810895474	3910305315	5	C	1	7.4810	5.639201	0	True	True	False	0	False	1789939816.639
gd-tools	w11	2	285233466	3910305315	5	B1	0	5.1955	1.735955	0	True		False	0	False	1789939826.666
gd-tools	w11	2	285233466	3910305315	5	B0	1	5.1979	1.735245	0	True		False	0	False	1789939836.623
gd-tools	w11	2	285233466	3910305315	5	C	2	11.5767	7.884989	0	True	True	False	0	False	1789939853.044
gd-tools	w01	3	965894765	3749737895	0	C	0	3.3853		0	True	True	False	0	False	1789939918.911
gd-tools	w01	3	965894765	3749737895	0	B0	1	3.2439		0	True		False	0	False	1789939924.486
gd-tools	w01	3	965894765	3749737895	0	B1	2	3.2416		0	True		False	0	False	1789939930.062
gd-tools	w03	3	3333550344	3749737895	0	B0	0	5.1290	1.975295	0	True		False	0	False	1789939939.292
gd-tools	w03	3	3333550344	3749737895	0	B1	1	5.2010	2.120254	0	True		False	0	False	1789939948.590
gd-tools	w03	3	3333550344	3749737895	0	C	2	27.6608	24.384298	0	True	True	False	0	False	1789939980.416
nano-coverage	w05	3	4078435251	3749737895	0	C	0	7.3956	5.602762	0	True	True	False	0	False	1789939991.090
nano-coverage	w05	3	4078435251	3749737895	0	B0	1	3.6545	1.959329	0	True		False	0	False	1789939997.366
nano-coverage	w01	3	1402949403	3749737895	0	B0	0	1.6710		0	True		False	0	False	1789940001.659
nano-coverage	w01	3	1402949403	3749737895	0	C	1	1.8514		0	True	True	False	0	False	1789940006.880
nano-coverage	w03	3	2558111383	3749737895	0	B0	0	3.5829	1.977585	0	True		False	0	False	1789940014.864
nano-coverage	w03	3	2558111383	3749737895	0	C	1	20.0350	18.346577	0	True	True	False	0	False	1789940039.957
nano-coverage	w11	3	4172064078	3749737895	0	B0	0	3.7016	1.760105	0	True		False	0	False	1789940048.717
nano-coverage	w11	3	4172064078	3749737895	0	C	1	8.3724	6.329064	0	True	True	False	0	False	1789940062.788
gd-tools	w11	3	3821858639	3749737895	0	C	0	11.3951	7.751289	0	True	True	False	0	False	1789940078.953
gd-tools	w11	3	3821858639	3749737895	0	B1	1	5.2883	1.749456	0	True		False	0	False	1789940089.099
gd-tools	w11	3	3821858639	3749737895	0	B0	2	5.1981	1.742643	0	True		False	0	False	1789940099.065
gd-tools	w05	3	2621348441	3749737895	0	B0	0	5.2994	2.005426	0	True		False	0	False	1789940106.697
gd-tools	w05	3	2621348441	3749737895	0	C	1	5.7275	2.058744	0	True	True	False	0	False	1789940114.878
gd-tools	w05	3	2621348441	3749737895	0	B1	2	5.2007	1.927187	0	True		False	0	False	1789940122.505
gd-tools	w01	3	965894765	3749737895	1	B0	0	3.2770		0	True		False	0	False	1789940128.121
gd-tools	w01	3	965894765	3749737895	1	B1	1	3.2431		0	True		False	0	False	1789940133.700
gd-tools	w01	3	965894765	3749737895	1	C	2	3.5057		0	True	True	False	0	False	1789940139.537
gd-tools	w03	3	3333550344	3749737895	1	C	0	27.3854	24.061703	0	True	True	False	0	False	1789940171.102
gd-tools	w03	3	3333550344	3749737895	1	B0	1	5.1171	1.954264	0	True		False	0	False	1789940180.339
gd-tools	w03	3	3333550344	3749737895	1	B1	2	5.1344	1.936041	0	True		False	0	False	1789940189.683
nano-coverage	w05	3	4078435251	3749737895	1	B0	0	3.7252	1.992156	0	True		False	0	False	1789940196.029
nano-coverage	w05	3	4078435251	3749737895	1	C	1	8.0692	6.290476	0	True	True	False	0	False	1789940207.377
nano-coverage	w01	3	1402949403	3749737895	1	C	0	1.8062		0	True	True	False	0	False	1789940212.460
nano-coverage	w01	3	1402949403	3749737895	1	B0	1	1.7165		0	True		False	0	False	1789940216.792
nano-coverage	w03	3	2558111383	3749737895	1	C	0	22.0463	20.301506	0	True	True	False	0	False	1789940243.904
nano-coverage	w03	3	2558111383	3749737895	1	B0	1	3.5929	1.970117	0	True		False	0	False	1789940251.906
nano-coverage	w11	3	4172064078	3749737895	1	B0	0	3.6532	1.739231	0	True		False	0	False	1789940260.695
nano-coverage	w11	3	4172064078	3749737895	1	C	1	8.5480	6.479338	0	True	True	False	0	False	1789940275.069
gd-tools	w11	3	3821858639	3749737895	1	B1	0	5.2025	1.709693	0	True		False	0	False	1789940285.027
gd-tools	w11	3	3821858639	3749737895	1	C	1	11.5901	7.901885	0	True	True	False	0	False	1789940301.477
gd-tools	w11	3	3821858639	3749737895	1	B0	2	5.2185	1.703902	0	True		False	0	False	1789940311.464
gd-tools	w05	3	2621348441	3749737895	1	B0	0	5.2045	1.943116	0	True		False	0	False	1789940319.005
gd-tools	w05	3	2621348441	3749737895	1	B1	1	5.2098	1.905816	0	True		False	0	False	1789940326.646
gd-tools	w05	3	2621348441	3749737895	1	C	2	5.5593	2.092426	0	True	True	False	0	False	1789940334.542
gd-tools	w01	3	965894765	3749737895	2	B1	0	3.2684		0	True		False	0	False	1789940340.147
gd-tools	w01	3	965894765	3749737895	2	B0	1	3.3376		0	True		False	0	False	1789940345.823
gd-tools	w01	3	965894765	3749737895	2	C	2	3.3969		0	True	True	False	0	False	1789940351.565
gd-tools	w03	3	3333550344	3749737895	2	B1	0	5.1051	1.972811	0	True		False	0	False	1789940360.768
gd-tools	w03	3	3333550344	3749737895	2	C	1	27.1110	23.760412	0	True	True	False	0	False	1789940391.973
gd-tools	w03	3	3333550344	3749737895	2	B0	2	5.1089	1.930290	0	True		False	0	False	1789940401.148
nano-coverage	w05	3	4078435251	3749737895	2	C	0	7.3463	5.527192	0	True	True	False	0	False	1789940411.772
nano-coverage	w05	3	4078435251	3749737895	2	B0	1	3.7093	1.964845	0	True		False	0	False	1789940418.103
nano-coverage	w01	3	1402949403	3749737895	2	C	0	1.7771		0	True	True	False	0	False	1789940423.157
nano-coverage	w01	3	1402949403	3749737895	2	B0	1	1.7306		0	True		False	0	False	1789940427.516
nano-coverage	w03	3	2558111383	3749737895	2	B0	0	3.6488	1.935393	0	True		False	0	False	1789940435.557
nano-coverage	w03	3	2558111383	3749737895	2	C	1	20.2058	18.498437	0	True	True	False	0	False	1789940460.925
nano-coverage	w11	3	4172064078	3749737895	2	C	0	8.4790	6.472957	0	True	True	False	0	False	1789940475.131
nano-coverage	w11	3	4172064078	3749737895	2	B0	1	3.7053	1.747676	0	True		False	0	False	1789940483.872
gd-tools	w11	3	3821858639	3749737895	2	B0	0	5.1980	1.723495	0	True		False	0	False	1789940493.813
gd-tools	w11	3	3821858639	3749737895	2	C	1	11.4955	7.830102	0	True	True	False	0	False	1789940510.056
gd-tools	w11	3	3821858639	3749737895	2	B1	2	5.2009	1.739465	0	True		False	0	False	1789940519.987
gd-tools	w05	3	2621348441	3749737895	2	C	0	5.5443	2.048250	0	True	True	False	0	False	1789940527.867
gd-tools	w05	3	2621348441	3749737895	2	B1	1	5.2027	1.933173	0	True		False	0	False	1789940535.407
gd-tools	w05	3	2621348441	3749737895	2	B0	2	5.2427	1.910649	0	True		False	0	False	1789940542.987
gd-tools	w01	3	965894765	3749737895	3	C	0	3.3875		0	True	True	False	0	False	1789940548.713
gd-tools	w01	3	965894765	3749737895	3	B1	1	3.2518		0	True		False	0	False	1789940554.314
gd-tools	w01	3	965894765	3749737895	3	B0	2	3.2489		0	True		False	0	False	1789940559.899
gd-tools	w03	3	3333550344	3749737895	3	C	0	27.3153	24.017013	0	True	True	False	0	False	1789940591.325
gd-tools	w03	3	3333550344	3749737895	3	B1	1	5.1457	1.937088	0	True		False	0	False	1789940600.546
gd-tools	w03	3	3333550344	3749737895	3	B0	2	5.1089	2.006813	0	True		False	0	False	1789940609.736
nano-coverage	w05	3	4078435251	3749737895	3	B0	0	3.7178	1.973851	0	True		False	0	False	1789940616.165
nano-coverage	w05	3	4078435251	3749737895	3	C	1	7.4059	5.601262	0	True	True	False	0	False	1789940626.941
nano-coverage	w01	3	1402949403	3749737895	3	C	0	1.7687		0	True	True	False	0	False	1789940631.986
nano-coverage	w01	3	1402949403	3749737895	3	B0	1	1.7091		0	True		False	0	False	1789940636.316
nano-coverage	w03	3	2558111383	3749737895	3	B0	0	3.6268	1.990405	0	True		False	0	False	1789940644.332
nano-coverage	w03	3	2558111383	3749737895	3	C	1	21.4196	19.677145	0	True	True	False	0	False	1789940670.790
nano-coverage	w11	3	4172064078	3749737895	3	B0	0	3.7207	1.754489	0	True		False	0	False	1789940679.564
nano-coverage	w11	3	4172064078	3749737895	3	C	1	8.5767	6.533086	0	True	True	False	0	False	1789940693.810
gd-tools	w11	3	3821858639	3749737895	3	B1	0	5.2001	1.699023	0	True		False	0	False	1789940703.773
gd-tools	w11	3	3821858639	3749737895	3	B0	1	5.1979	1.747358	0	True		False	0	False	1789940713.697
gd-tools	w11	3	3821858639	3749737895	3	C	2	11.3962	7.748824	0	True	True	False	0	False	1789940729.870
gd-tools	w05	3	2621348441	3749737895	3	B1	0	5.2017	1.910979	0	True		False	0	False	1789940737.408
gd-tools	w05	3	2621348441	3749737895	3	C	1	5.4569	2.035960	0	True	True	False	0	False	1789940745.203
gd-tools	w05	3	2621348441	3749737895	3	B0	2	5.2029	1.924513	0	True		False	0	False	1789940752.745
gd-tools	w01	3	965894765	3749737895	4	B1	0	3.2568		0	True		False	0	False	1789940758.340
gd-tools	w01	3	965894765	3749737895	4	C	1	3.3978		0	True	True	False	0	False	1789940764.169
gd-tools	w01	3	965894765	3749737895	4	B0	2	3.2422		0	True		False	0	False	1789940769.753
gd-tools	w03	3	3333550344	3749737895	4	B1	0	5.1030	1.962226	0	True		False	0	False	1789940778.955
gd-tools	w03	3	3333550344	3749737895	4	B0	1	5.1302	1.972762	0	True		False	0	False	1789940788.180
gd-tools	w03	3	3333550344	3749737895	4	C	2	27.2057	23.926512	0	True	True	False	0	False	1789940819.608
nano-coverage	w05	3	4078435251	3749737895	4	B0	0	3.7519	1.994981	0	True		False	0	False	1789940825.982
nano-coverage	w05	3	4078435251	3749737895	4	C	1	8.1426	6.346823	0	True	True	False	0	False	1789940837.401
nano-coverage	w01	3	1402949403	3749737895	4	B0	0	1.7562		0	True		False	0	False	1789940841.777
nano-coverage	w01	3	1402949403	3749737895	4	C	1	1.8290		0	True	True	False	0	False	1789940846.882
nano-coverage	w03	3	2558111383	3749737895	4	C	0	20.1923	18.485979	0	True	True	False	0	False	1789940872.125
nano-coverage	w03	3	2558111383	3749737895	4	B0	1	3.6342	1.966592	0	True		False	0	False	1789940880.177
nano-coverage	w11	3	4172064078	3749737895	4	C	0	8.6832	6.641937	0	True	True	False	0	False	1789940894.678
nano-coverage	w11	3	4172064078	3749737895	4	B0	1	3.7007	1.754105	0	True		False	0	False	1789940903.440
gd-tools	w11	3	3821858639	3749737895	4	C	0	11.4946	7.866343	0	True	True	False	0	False	1789940919.775
gd-tools	w11	3	3821858639	3749737895	4	B0	1	5.2013	1.718219	0	True		False	0	False	1789940929.719
gd-tools	w11	3	3821858639	3749737895	4	B1	2	5.2331	1.718079	0	True		False	0	False	1789940939.735
gd-tools	w05	3	2621348441	3749737895	4	C	0	5.4653	2.006598	0	True	True	False	0	False	1789940947.536
gd-tools	w05	3	2621348441	3749737895	4	B0	1	5.2142	1.952711	0	True		False	0	False	1789940955.088
gd-tools	w05	3	2621348441	3749737895	4	B1	2	5.2044	1.907282	0	True		False	0	False	1789940962.629
gd-tools	w01	3	965894765	3749737895	5	B0	0	3.2484		0	True		False	0	False	1789940968.304
gd-tools	w01	3	965894765	3749737895	5	C	1	3.4077		0	True	True	False	0	False	1789940974.049
gd-tools	w01	3	965894765	3749737895	5	B1	2	3.2433		0	True		False	0	False	1789940979.625
gd-tools	w03	3	3333550344	3749737895	5	B0	0	5.1079	1.927385	0	True		False	0	False	1789940988.831
gd-tools	w03	3	3333550344	3749737895	5	C	1	27.1345	23.839544	0	True	True	False	0	False	1789941020.070
gd-tools	w03	3	3333550344	3749737895	5	B1	2	5.1087	1.911642	0	True		False	0	False	1789941029.266
nano-coverage	w05	3	4078435251	3749737895	5	C	0	7.5894	5.771495	0	True	True	False	0	False	1789941040.142
nano-coverage	w05	3	4078435251	3749737895	5	B0	1	3.7329	1.959234	0	True		False	0	False	1789941046.493
nano-coverage	w01	3	1402949403	3749737895	5	B0	0	1.7556		0	True		False	0	False	1789941050.960
nano-coverage	w01	3	1402949403	3749737895	5	C	1	1.7466		0	True	True	False	0	False	1789941055.984
nano-coverage	w03	3	2558111383	3749737895	5	C	0	20.9984	19.275572	0	True	True	False	0	False	1789941082.037
nano-coverage	w03	3	2558111383	3749737895	5	B0	1	3.5406	1.919663	0	True		False	0	False	1789941089.941
nano-coverage	w11	3	4172064078	3749737895	5	C	0	8.2507	6.263612	0	True	True	False	0	False	1789941103.908
nano-coverage	w11	3	4172064078	3749737895	5	B0	1	3.7498	1.748838	0	True		False	0	False	1789941112.698
gd-tools	w11	3	3821858639	3749737895	5	B0	0	5.2021	1.725775	0	True		False	0	False	1789941122.622
gd-tools	w11	3	3821858639	3749737895	5	B1	1	5.2138	1.725218	0	True		False	0	False	1789941132.567
gd-tools	w11	3	3821858639	3749737895	5	C	2	11.5172	7.878190	0	True	True	False	0	False	1789941148.812
gd-tools	w05	3	2621348441	3749737895	5	B1	0	5.3020	1.970410	0	True		False	0	False	1789941156.457
gd-tools	w05	3	2621348441	3749737895	5	B0	1	5.1984	1.928238	0	True		False	0	False	1789941163.995
gd-tools	w05	3	2621348441	3749737895	5	C	2	5.5472	2.058672	0	True	True	False	0	False	1789941171.880
nano-coverage	w03	4	1548433285	251795669	0	C	0	20.3204	18.637758	0	True	True	False	0	False	1789941257.382
nano-coverage	w03	4	1548433285	251795669	0	B0	1	3.6400	1.952636	0	True		False	0	False	1789941265.404
gd-tools	w01	4	1511808928	251795669	0	B0	0	3.2484		0	True		False	0	False	1789941270.991
gd-tools	w01	4	1511808928	251795669	0	B1	1	3.2462		0	True		False	0	False	1789941276.571
gd-tools	w01	4	1511808928	251795669	0	C	2	3.3976		0	True	True	False	0	False	1789941282.307
gd-tools	w11	4	3880832674	251795669	0	C	0	11.6734	7.912536	0	True	True	False	0	False	1789941298.828
gd-tools	w11	4	3880832674	251795669	0	B1	1	5.2958	1.731410	0	True		False	0	False	1789941308.857
gd-tools	w11	4	3880832674	251795669	0	B0	2	5.2065	1.707799	0	True		False	0	False	1789941318.798
gd-tools	w03	4	1119226850	251795669	0	B0	0	5.1004	1.944705	0	True		False	0	False	1789941328.032
gd-tools	w03	4	1119226850	251795669	0	B1	1	5.1180	1.928475	0	True		False	0	False	1789941337.239
gd-tools	w03	4	1119226850	251795669	0	C	2	27.1262	23.806642	0	True	True	False	0	False	1789941368.497
gd-tools	w05	4	762279462	251795669	0	C	0	5.5387	2.067078	0	True	True	False	0	False	1789941376.467
gd-tools	w05	4	762279462	251795669	0	B1	1	5.1992	1.925999	0	True		False	0	False	1789941384.016
gd-tools	w05	4	762279462	251795669	0	B0	2	5.2170	1.914585	0	True		False	0	False	1789941391.565
nano-coverage	w05	4	4178421986	251795669	0	C	0	8.1681	6.395535	0	True	True	False	0	False	1789941403.008
nano-coverage	w05	4	4178421986	251795669	0	B0	1	3.6326	1.918546	0	True		False	0	False	1789941409.279
nano-coverage	w11	4	4161760087	251795669	0	B0	0	3.6536	1.743474	0	True		False	0	False	1789941418.001
nano-coverage	w11	4	4161760087	251795669	0	C	1	8.4561	6.468513	0	True	True	False	0	False	1789941432.162
nano-coverage	w01	4	2474831153	251795669	0	B0	0	1.6938		0	True		False	0	False	1789941436.478
nano-coverage	w01	4	2474831153	251795669	0	C	1	1.8308		0	True	True	False	0	False	1789941441.585
nano-coverage	w03	4	1548433285	251795669	1	C	0	20.1139	18.362163	0	True	True	False	0	False	1789941466.779
nano-coverage	w03	4	1548433285	251795669	1	B0	1	3.5399	1.938703	0	True		False	0	False	1789941474.696
gd-tools	w01	4	1511808928	251795669	1	C	0	3.4126		0	True	True	False	0	False	1789941480.444
gd-tools	w01	4	1511808928	251795669	1	B1	1	3.1583		0	True		False	0	False	1789941486.034
gd-tools	w01	4	1511808928	251795669	1	B0	2	3.2424		0	True		False	0	False	1789941491.607
gd-tools	w11	4	3880832674	251795669	1	B1	0	5.2955	1.748160	0	True		False	0	False	1789941501.681
gd-tools	w11	4	3880832674	251795669	1	C	1	11.3922	7.741423	0	True	True	False	0	False	1789941517.920
gd-tools	w11	4	3880832674	251795669	1	B0	2	5.2890	1.749952	0	True		False	0	False	1789941527.988
gd-tools	w03	4	1119226850	251795669	1	B1	0	5.1111	2.000224	0	True		False	0	False	1789941537.352
gd-tools	w03	4	1119226850	251795669	1	B0	1	5.0121	1.905103	0	True		False	0	False	1789941546.489
